status,dataset_id,name,short_description,primary_source_type,primary_source,primary_fingerprint,doi,pmid,manufacturer,product,release_date,tags,last_updated,notes,dataset_link,local_uid,lamin_link,uid,created_at,description
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10ah4,N501jLiqKaHUV1rT0000,10tsy,2025-05-12 21:59:16.188790+00:00,"Human Colon Data (Non-Diseased, Pre-Designed Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10ah4,rshDUOAtxBjXtIww0000,101t3,2025-05-12 22:01:17.360838+00:00,"Human Colon Data (Non-Diseased, Pre-Designed + Add-On Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10ah4,Xe4NQX8Y1zB9q8PF0000,10ah4,2025-05-12 22:03:57.772784+00:00,"Human Colon Data (Cancer, Pre-Designed Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10ah4,rCFAhy5ZgSSLzxxk0000,10zm9,2025-05-12 22:07:05.637135+00:00,"Human Colon Data (Cancer, Pre-Designed + Add-On Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10zm9,N501jLiqKaHUV1rT0000,10tsy,2025-05-12 21:59:16.188790+00:00,"Human Colon Data (Non-Diseased, Pre-Designed Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10zm9,rshDUOAtxBjXtIww0000,101t3,2025-05-12 22:01:17.360838+00:00,"Human Colon Data (Non-Diseased, Pre-Designed + Add-On Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10zm9,Xe4NQX8Y1zB9q8PF0000,10ah4,2025-05-12 22:03:57.772784+00:00,"Human Colon Data (Cancer, Pre-Designed Panel)"
uploaded,ds_c1bc27eda148,Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),In Situ Gene Expression v1.0 | Human | intestine (colon),url,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,c1bc27eda148,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,intestine (colon)",2025-09-29,,https://10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,10zm9,rCFAhy5ZgSSLzxxk0000,10zm9,2025-05-12 22:07:05.637135+00:00,"Human Colon Data (Cancer, Pre-Designed + Add-On Panel)"
uploaded,ds_2d2f321ec2c6,"Visium CytAssist Gene and Protein Expression Library of Human Tonsil with Add-on Antibodies, H&E, 6.5 mm (FFPE)",CytAssist Spatial Gene and Protein Expression v2 | Human | tonsil,url,https://10xgenomics.com/datasets/visium-cytassist-gene-and-protein-expression-library-of-human-tonsil-with-add-on-antibodies-h-e-6-5-mm-ffpe-2-standard,2d2f321ec2c6,,,10x Genomics,CytAssist Spatial Gene and Protein Expression v2,,"Human,tonsil",2025-09-29,,https://10xgenomics.com/datasets/visium-cytassist-gene-and-protein-expression-library-of-human-tonsil-with-add-on-antibodies-h-e-6-5-mm-ffpe-2-standard,10jr4,FP0LvjxXqC8tKP8c0000,10jr4,2025-05-13 10:23:59.781291+00:00,"Human Tonsil Gene and Protein Expression, CytAssist 6.5 mm"
uploaded,ds_588915769e73,Whole Mouse Pup Preview Data (Xenium Mouse Tissue Atlassing Panel),In Situ Gene Expression v1.0 | Mouse | whole organism,url,https://10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,588915769e73,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,whole organism",2025-09-29,,https://10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,10pa3,dylm1ujnAzcuZXLJ0000,10pa3,2025-05-13 10:30:48.330874+00:00,Whole Mouse Pup Data
uploaded,ds_65051a30a5d5,Human Lung Cancer Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | lung,url,https://10xgenomics.com/datasets/human-lung-cancer-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,65051a30a5d5,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,lung",2025-09-29,,https://10xgenomics.com/datasets/human-lung-cancer-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,107sr,U0ywKjHgZpyLU4PZ0000,107sr,2025-05-12 22:09:50.006146+00:00,Human (Lung Cancer)
uploaded,ds_00a0d8d54d23,Human Lymph Node Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | lymph node,url,https://10xgenomics.com/datasets/human-lymph-node-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,00a0d8d54d23,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,lymph node",2025-09-29,,https://10xgenomics.com/datasets/human-lymph-node-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,103mf,Q3cP0AKHkTeP5Qx60000,103mf,2025-05-12 22:11:16.951821+00:00,Human (Lymph Node)
uploaded,ds_9eb71fe3dfb4,Human Pancreas Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | pancreas,url,https://10xgenomics.com/datasets/human-pancreas-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,9eb71fe3dfb4,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,pancreas",2025-09-29,,https://10xgenomics.com/datasets/human-pancreas-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,107yk,2IOw4H0ChPDxYmcr0000,107yk,2025-05-12 22:12:17.374425+00:00,Human (Pancreas)
uploaded,ds_aa2c579bec48,Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | kidney,url,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,aa2c579bec48,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,kidney",2025-09-29,,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,1063i,RAPhKiDUPkeCBRY50000,1063i,2025-05-12 22:13:10.004744+00:00,Human (Non-diseased Kidney)
uploaded,ds_aa2c579bec48,Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | kidney,url,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,aa2c579bec48,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,kidney",2025-09-29,,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,1063i,SfFWKH8X1xFx7yH60000,10u89,2025-05-12 22:13:56.633164+00:00,Human (Kidney Cancer (PRCC))
uploaded,ds_aa2c579bec48,Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | kidney,url,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,aa2c579bec48,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,kidney",2025-09-29,,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,10u89,RAPhKiDUPkeCBRY50000,1063i,2025-05-12 22:13:10.004744+00:00,Human (Non-diseased Kidney)
uploaded,ds_aa2c579bec48,Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),In Situ Gene Expression v1.0 | Human | kidney,url,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,aa2c579bec48,,,10x Genomics,In Situ Gene Expression v1.0,,"Human,kidney",2025-09-29,,https://10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,10u89,SfFWKH8X1xFx7yH60000,10u89,2025-05-12 22:13:56.633164+00:00,Human (Kidney Cancer (PRCC))
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10hhx,KqPzNb6f7clFCLGw0000,10hhx,2025-05-13 10:37:36.242227+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 17.9 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10hhx,zyHhX1mjsVshg5yT0000,10kyp,2025-05-13 10:39:14.173799+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10hhx,TaVEN66Q779WeVuv0000,10fpp,2025-05-13 10:40:55.593942+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 5.7 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10hhx,eaCWUAfpiX2EWscE0000,106ws,2025-05-13 10:42:37.113355+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 13.4 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10hhx,jmESliF63IWNuHVP0000,10xa2,2025-05-13 10:44:08.986470+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10hhx,gIiRO1iRTSbyYa370000,108d3,2025-05-13 10:45:33.875139+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 5.7 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10kyp,KqPzNb6f7clFCLGw0000,10hhx,2025-05-13 10:37:36.242227+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 17.9 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10kyp,zyHhX1mjsVshg5yT0000,10kyp,2025-05-13 10:39:14.173799+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10kyp,TaVEN66Q779WeVuv0000,10fpp,2025-05-13 10:40:55.593942+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 5.7 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10kyp,eaCWUAfpiX2EWscE0000,106ws,2025-05-13 10:42:37.113355+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 13.4 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10kyp,jmESliF63IWNuHVP0000,10xa2,2025-05-13 10:44:08.986470+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10kyp,gIiRO1iRTSbyYa370000,108d3,2025-05-13 10:45:33.875139+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 5.7 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10fpp,KqPzNb6f7clFCLGw0000,10hhx,2025-05-13 10:37:36.242227+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 17.9 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10fpp,zyHhX1mjsVshg5yT0000,10kyp,2025-05-13 10:39:14.173799+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10fpp,TaVEN66Q779WeVuv0000,10fpp,2025-05-13 10:40:55.593942+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 5.7 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10fpp,eaCWUAfpiX2EWscE0000,106ws,2025-05-13 10:42:37.113355+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 13.4 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10fpp,jmESliF63IWNuHVP0000,10xa2,2025-05-13 10:44:08.986470+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,10fpp,gIiRO1iRTSbyYa370000,108d3,2025-05-13 10:45:33.875139+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (Wild type 5.7 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,106ws,KqPzNb6f7clFCLGw0000,10hhx,2025-05-13 10:37:36.242227+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 17.9 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,106ws,zyHhX1mjsVshg5yT0000,10kyp,2025-05-13 10:39:14.173799+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 2.5 months)
uploaded,ds_ac05fa2c3367,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,In Situ Gene Expression v1.0 | Mouse | brain,url,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,ac05fa2c3367,,,10x Genomics,In Situ Gene Expression v1.0,,"Mouse,brain",2025-09-29,,https://10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,106ws,TaVEN66Q779WeVuv0000,10fpp,2025-05-13 10:40:55.593942+00:00,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model (TgCRND8 5.7 months)
